影片,导演,编剧,主演,类型,国家/地区,语言,上映日期
阴宅瓦德马尔2,José Luis Alemán,José Luis Alemán,Silvia Abascal;óscar Jaenada;Daniele Liotti,悬疑;恐怖,西班牙,西班牙语,
囚室211,Daniel Monzón,Jorge Guerricaechevarría;Daniel Monzón,Alberto Ammann;路易斯·托萨尔;Carlos Bardem;Eduard Fernández;Rubén Ochandiano;玛尔塔·埃图拉;Félix Cubero,剧情;动作,西班牙 / 法国,西班牙语 / 巴斯克语 / 英语,2009/11/6
与狼共伍,杰拉多·奥利瓦雷斯,杰拉多·奥利瓦雷斯,卡洛斯·巴登;胡安·何塞·巴列斯塔;桑乔·格拉西亚,剧情,西班牙 / 德国,西班牙语 / 德语,2010/11/5
无知无觉,胡安·卡洛斯·梅迪纳,胡安·卡洛斯·梅迪纳;路易索·贝尔德霍,亚历克斯·布伦德穆尔;托马斯·勒马尔奎斯;Ilias Stothart;Mot Harris Dunlop Stothart;德雷克·德·林特;拉蒙·方赛拉;Sílvia Bel;比雅·塞古拉;胡安·迭戈;费利克斯·戈麦斯;伊莲娜·蒙塔拉;àngels Poch;艾妮安娜·卡布罗尔;Bruna Montoto;莱娅·奥普莱,剧情;悬疑;惊悚,法国 / 西班牙 / 葡萄牙,西班牙语 / 德语 / 英语 / 加泰罗尼亚语,2012-10-10(法国)
追捕聂鲁达,帕布罗·拉雷恩,吉列尔莫·考尔德隆,盖尔·加西亚·贝纳尔;路易斯·尼科;梅赛黛斯·莫朗;埃米利奥·古铁雷斯·卡巴;迭戈·穆尼奥斯;亚历山德罗·高克;巴勃罗·德尔基;马斯洛·阿兰瑟;迈克尔·席尔瓦;弗朗西斯科·雷耶斯;杰米·瓦德尔;内斯托尔·坎蒂利亚纳;阿尔佛莱德·卡斯特罗;马尔西亚·塔格莱;安帕罗·诺格拉,剧情;传记;历史;犯罪,智利 / 阿根廷 / 法国 / 西班牙 / 美国,西班牙语 / 法语,2016-05-13(戛纳电影节);2016-08-11(智利)
末日浩劫,大卫·帕斯特尔;亚历克斯·帕斯特尔,大卫·帕斯特尔;亚历克斯·帕斯特尔,基姆·古铁雷斯;何塞·科罗纳多;玛尔塔·埃图拉;拉蒂西亚·多瑞拉;米克尔·伊格莱西亚斯;伊万·马萨戈;佩雷·文图拉;路易斯·索莱尔;阿卜杜勒拉蒂夫·哈威达尔;法拉·哈米德;莉莉·莫雷特;伊萨克·费里;佩雷·布拉索;莫莫·巴列斯特罗斯;阿尔伯特·普拉特,科幻;惊悚;冒险;灾难,西班牙 / 法国,西班牙语 / 加泰罗尼亚语,2014-12-26(中国大陆);2013-03-27(西班牙)
是爱非友,Papu Curotto,Andi Nachon,Ignacio Rogers;Esteban Masturini;Joaquín Parada;Blas Finardi Niz;Renata Calmon;María Merlino;马塞洛·索比奥托;Pablo Cura;Mariana Martinez;Felipe Titto,剧情;爱情;同性,阿根廷 / 巴西 / 法国,西班牙语 / 葡萄牙语,2016-05-27(多伦多电影节)
丛林,克瑞格·麦克林恩,贾斯廷·蒙霍;约西·金斯贝格,丹尼尔·雷德克里夫;亚历克斯·罗素;托马斯·克莱舒曼;莉莉·沙利文;娅丝明·卡西姆;乔尔·杰克逊;约翰·布鲁塞尔;杰克·科曼;帕里斯·莫莱蒂;安琪·米利肯;路易斯·乔斯·洛佩斯;乔伊·维埃拉;卢乔·韦拉斯科;娜塔莎·普鲁克尼维奇,剧情;惊悚;冒险,澳大利亚 / 哥伦比亚,西班牙语 / 英语,2017-08-03(墨尔本电影节);2017-10-20(美国网络)
犯罪大师,杰瑞德·赫斯,克里斯·鲍曼;哈贝尔·帕尔默;艾蜜莉·斯皮维,克里斯汀·韦格;凯特·麦克金农;扎克·加利凡纳基斯;杰森·苏戴奇斯;欧文·威尔逊;戴文·雷特瑞;玛丽·伊丽莎白·埃利斯;肯·马里诺;罗达·格里菲丝;莱斯莉·琼斯;乔恩·戴利;吉尔·简·克莱门茨;丹尼尔·扎卡帕;马特·科博伊;坎迪斯·布兰查德,喜剧;动作;犯罪,美国,西班牙语 / 英语,2016-09-28(菲律宾);2016-09-30(美国)
野蛮地区,阿玛特·伊斯卡拉特,阿玛特·伊斯卡拉特;纪伯伦·波特拉,露丝·拉莫斯;西蒙妮·布奇奥;赫苏斯·梅扎;伊登·比利亚维森西奥;肯尼·约翰斯顿,剧情;科幻;同性,墨西哥 / 丹麦 / 法国 / 德国 / 挪威 / 瑞士,西班牙语 / 英语,2016-05-15(墨西哥)
特鲁曼,西斯科·盖伊,托马斯·阿瑞盖;西斯科·盖伊,里卡多·达林;哈维尔·卡马拉;多洛莉丝·房兹;爱德华·费尔南德斯;亚历克斯·布伦德穆尔;佩德罗·卡萨布兰科;何塞·路易斯·戈麦斯;哈维尔·古铁雷斯;埃尔薇拉·明戈斯;娜塔莉·波萨;苏西·桑切斯;弗兰塞斯克·奥雷利亚,剧情;喜剧,西班牙 / 阿根廷,西班牙语 / 英语,2015-09-12(多伦多电影节);2015-09-24(阿根廷)
追凶者也,曹保平,张天辉;阳建军;曹保平,刘烨;张译;段博文;王子文;谭卓;王砚辉;颜北;孙磊;施宁;王云辉;张岳;岱江,剧情;喜剧;犯罪,中国大陆,西南方言,2016-09-14(中国大陆)
道别派对,塔尔·格兰尼特;沙龙·迈蒙,塔尔·格兰尼特;沙龙·迈蒙,Ze'ev Revach;艾丽莎罗森;宜兰达累;Levana Finkelstein;Raffi Tavor;Yosef Carmon;希拉·萨尔琼;Ruth Geller;Michael Koresh,剧情;喜剧,以色列 / 德国,希伯来语,2014-08-29(威尼斯电影节);2014-10-09(以色列)
暗之光,迈克尔·迈耶,Yael Shafrir;迈克尔·迈耶,尼古拉斯·雅各布;迈克尔·阿洛尼,剧情;同性,以色列 / 美国 / 巴勒斯坦,希伯来语 / 阿拉伯语,2012-09-07(多伦多电影节);2013-02-18(以色列)
诉讼,罗内特·艾尔卡贝兹;施洛米·艾尔卡贝兹,罗内特·艾尔卡贝兹;施洛米·艾尔卡贝兹,罗内特·艾尔卡贝兹;西蒙·阿布卡瑞安;梅纳什·诺伊;塞森·加布埃,剧情,以色列 / 法国 / 德国,希伯来语 / 法语 / 阿拉伯语,2014-05-16(戛纳电影节);2014-10-22(法国)
小英格兰,潘多利·佛加瑞,罗安娜·卡瑞斯提安娜,皮内洛皮·提斯丽卡;索菲亚·库阿丽;安查·帕帕多普罗,剧情;爱情,希腊,希腊语,2016-06-08(中国大陆);2013-12-05(希腊)
四十度晒,阿吉里斯·帕帕迪米特洛珀罗斯,阿吉里斯·帕帕迪米特洛珀罗斯;西拉斯·佐美卡斯,马基斯·帕帕季米特里乌;埃莉·特琳古;迪米·哈特;哈拉·寇萨利;米露·范·格罗森;马库斯·科伦;亚尼斯·索特基斯;帕夫洛斯·欧克普罗斯;玛丽亚·卡利马尼;玛丽萨·特里安德菲里都;西拉斯·佐美卡斯;亚尼斯·伊科诺米季斯,喜剧;爱情,希腊 / 德国,希腊语 / 英语,2016-02-02(鹿特丹国际电影节);2016-03-31(希腊)
当世界分离,克里斯托弗洛斯·帕帕卡里亚蒂斯,克里斯托弗洛斯·帕帕卡里亚蒂斯,J·K·西蒙斯;克里斯托弗洛斯·帕帕卡里亚蒂斯;安德里娅·奥斯瓦特;玛丽亚·卡沃伊恩尼;米纳斯·哈茨萨瓦斯;托菲克·巴霍姆,剧情;爱情,希腊,希腊语 / 英语,2015-09-17(希腊)
木星之卫,凯内尔·穆德卢佐,凯内尔·穆德卢佐;卡塔·韦伯,梅拉布·尼尼泽;Zsombor Jéger;乔治·切豪尔米;莫妮卡·巴尔赛;法里德·拉尔比;列文特·奥尔班;佐尔丹·穆奇;塔马斯·萨博·基梅尔;詹·托盖;莱文特·特尔克伊;彼得·豪曼;安德拉斯·巴林特;山大·特赫斯;塔马斯·珀咖,剧情;科幻,匈牙利 / 德国,匈牙利语,2017-05-19(戛纳电影节);2017-06-08(匈牙利)
肉与灵,伊尔蒂科·茵叶蒂,伊尔蒂科·茵叶蒂,亚历山德拉·博尔贝伊;格扎·莫桑伊;佐尔坦·施奈德;埃文·纳吉;塔马斯·约旦;祖莎·亚罗;雷卡·滕吉;朱丽叶·尼亚科;伊塔拉·贝克斯;伊娃·巴塔;伊斯特凡·丹科;安娜玛利亚·福多尔;伊斯特凡·科罗斯;帕尔·马可赛;马尔顿·帕特克斯,剧情;爱情,匈牙利,匈牙利语,2017-02-10(柏林电影节);2017-03-02(匈牙利)
逃离循环,伊斯蒂·马达拉斯,伊斯蒂·马达拉斯,丹尼斯·萨拉兹;多丽娜·马提诺维奇;佐尔特·安格尔;Géza Hegedüs D.;Zsuzsa Málnay;Gy?rgy Honti;János Timkó;András Réthelyi;Zsolt Dér;Ferenc Elek;Péter Lengyel;Kati Andresz;Kálmán Somody,科幻;惊悚;犯罪,匈牙利,匈牙利语,2016-04-14(匈牙利)
都灵之马,贝拉·塔尔;阿尼亚斯·赫拉尼茨基,拉斯洛·卡撒兹纳霍凯;贝拉·塔尔,亚诺什·代尔日;艾丽卡·博克;米哈伊·科莫斯,剧情,匈牙利 / 法国 / 德国 / 瑞士,匈牙利语 / 德语,2011-03-31(匈牙利)
光荣之子,Krisztina Goda,乔·埃泽特哈斯;éva Gárdos,Kata Dobó;Iván Feny?,剧情;爱情;历史;战争;运动,匈牙利,匈牙利语 / 俄语 / 英语,2007/3/31
狐仙丽莎煞煞煞,Károly Ujj Mészáros,Károly Ujj Mészáros;Bálint Heged?s,莫妮卡·巴尔赛;索博茨·贝德·法泽卡什;大卫·樱井;佐尔坦·施米德;安东尼·塞尔纳;皮洛斯卡·莫尔纳;加博尔·瑞维斯基;玛丽安·科奇什;阿奇·古比,喜剧;爱情;奇幻,匈牙利,匈牙利语 / 日语,2015-02-19(匈牙利)
索尔之子,拉斯洛·奈迈施,拉斯洛·奈迈施;克拉拉·罗耶,盖佐·罗赫里格;列文特·莫尔纳;乌尔斯·瑞恩;托德·沙尔蒙;耶日·瓦尔恰克;盖尔戈·法卡斯;巴拉日·法卡斯;桑德尔·泽绍特;马尔桑·恰尼克;列文特·奥尔班,剧情;战争,匈牙利,匈牙利语 / 意第绪语 / 德语 / 波兰语 / 希腊语 / 法语,2015-05-15(戛纳电影节);2015-06-11(匈牙利)
完美陌生人,保罗·格诺维塞,保罗·格诺维塞;菲利波·博洛尼亚;保罗·克斯泰拉;宝拉·马米妮;罗兰多·拉维洛,马可·贾利尼;卡夏·斯穆特尼亚克;爱德华多·莱奥;阿尔巴·罗尔瓦凯尔;瓦莱里奥·马斯坦德雷亚;安娜·福列塔;朱塞佩·巴蒂斯通,剧情;喜剧,意大利,意大利语,2018-05(中国大陆);2016-02-11(意大利)
意大利赛车,马特奥·罗韦尔,马特奥·罗韦尔;菲利波·格拉维诺;弗朗塞斯卡·马尼里,斯蒂芬努·阿科西;马蒂尔达·德·安杰利斯;洛伦索·吉埃利;保罗·格拉齐西;里纳特·希什马塔林;塔蒂亚娜·卢特;罗伯塔·马太;亚历克西雅·默里;克里斯蒂娜·斯皮娜,剧情;运动,意大利,意大利语,2016-04-07(意大利)
我去哪儿？,热纳罗·努基阿德,热纳罗·努基阿德;切柯·扎罗内,切柯·扎罗内;埃莉奥诺拉·吉奥瓦纳迪;索尼娅·贝加马斯科;毛里齐奥·米凯利;利诺·班菲;卢多维卡·莫杜尼奥;安东尼奥·布鲁斯凯塔;Paolo Pierobon;Azzurra Martino;Giustina Buonomo;Fabio Casale;Francesco Cassano;Stefano Grillo;Adam Nour Marino;Massimiliano Montgomery,喜剧,意大利,意大利语,2016-01-01(意大利)
他们叫我吉克,加布里尔·梅内提,尼古拉·瓜利亚诺内,克劳迪奥·桑塔玛利亚;卢卡·马里内利;斯特凡诺·安布罗吉;毛里齐奥·特塞;伊莱尼·帕斯托雷利;詹卢卡·迪·热纳罗,喜剧;动作;科幻,意大利,意大利语,2015-10-17(罗马电影节);2016-02-25(意大利)
人艰不拆,瑞卡多·米拉尼,瑞卡多·米拉尼;吉利亚·卡伦达;宝拉·柯特莱西;法里奥·安德烈奥蒂;伊万·科特罗尼奥,宝拉·柯特莱西;雷欧·波瓦;科拉多·福耳图那;恩尼奥·凡塔斯蒂基尼;卢妮塔·萨维诺;塞萨尔·博奇;马可·博奇;史蒂芬妮雅·若卡,喜剧;同性,意大利,意大利语,2014-11-20(意大利)
最后的地球生物,Gian Alfonso Pacinotti,Gian Alfonso Pacinotti,Anna Bellato;Teco Celio;Ugo De Cesare;罗贝托·埃利茨卡;Sara Rosa Losilla;卢卡·马里内利;Paolo Mazzarelli;Ermanna Montanari,剧情;科幻,意大利,意大利语,2011-09-09(意大利)
佩拉斯卡,阿尔贝托·内格林,Enrico Deaglio;桑德罗·佩特拉利亚;斯特法诺·鲁利,卢卡·津加雷蒂;热罗姆·昂热;阿曼达·桑德雷莉;弗兰科·卡斯特拉诺;马洛可·伯尼尼,剧情;传记;历史,意大利 / 法国 / 瑞典 / 匈牙利,意大利语,2002-01-28(意大利)
是的，我们行！,Giulio Manfredonia,Fabio Bonifacci;Giulio Manfredonia,朱塞佩·巴蒂斯通;Claudio Bisio;安德里亚·博斯卡;Giorgio Colangeli;安妮塔·卡皮奥尼,喜剧,意大利,意大利语,2008/10/31
芳心他属,普皮·阿瓦蒂,普皮·阿瓦蒂,内里·马尔科雷;瓦内萨·因孔特拉达;吉安卡罗·吉安尼尼;Nino D'Angelo;桑德拉·米洛;吉欧利欧·波赛提;爱德华·罗马诺;安娜·隆姬;Chiara Sani;Alfiero Toppetti;Rita Carlini;Bob Messini;Pietro Ragusa;Adriano Amidei Migliano;Romano Malaspina,剧情;喜剧;爱情,意大利,意大利语,2003/1/24
风的第一声呼吸,弗兰科·皮亚维奥利,弗兰科·皮亚维奥利,Primo Gaburri;Mariella Fabbris;Ida Carnevali,剧情,意大利,意大利语,2002/8/5
爱情初学者,克劳迪奥·库佩利尼,克劳迪奥·库佩利尼,阿斯特丽德·伯格斯-弗瑞斯贝;埃利奥·杰曼诺;瓦莱里奥·比纳斯科,剧情;爱情,意大利 / 法国,意大利语 / 法语,2015-10-23(罗马电影节)
请以你的名字呼唤我,卢卡·瓜达尼诺,詹姆斯·伊沃里;安德列·艾席蒙,蒂莫西·柴勒梅德;艾米·汉莫;迈克尔·斯图巴;阿蜜拉·卡萨;艾斯特·加瑞尔;维克托瓦尔·杜·波依斯;旺妲·卡布里奥罗;安东尼奥·里莫尔迪;埃琳娜·布奇;马可·斯格罗索;安德列·艾席蒙;彼得·斯皮尔斯,剧情;爱情;同性,意大利 / 法国 / 巴西 / 美国,意大利语 / 法语 / 德语 / 英语,2017-01-22(圣丹斯电影节);2017-11-24(美国)
绝美之城,保罗·索伦蒂诺,保罗·索伦蒂诺;翁贝托·康塔罗,托尼·塞尔维洛;卡洛·维尔多内;萨布丽娜·费里利;卡洛·布奇罗索;雅雅·芙尔特;帕梅拉·韋路列斯;加拉泰亚·兰齐,剧情,意大利 / 法国,意大利语 / 日语 / 西班牙语 / 汉语普通话,2013-05-21(戛纳电影节/意大利)
新天堂星探,朱塞佩·托纳多雷,Fabio Rinaudo;朱塞佩·托纳多雷,赛尔乔·卡斯特利托;蒂兹亚娜·罗达托;Franco Scaldati;莱奥波多·特里耶斯泰;克莱利娅·龙迪内拉;塔诺·希玛罗萨;尼古拉·迪·平托;Costantino Carrozza;Jane Alexander,剧情,意大利,意大利语 / 西西里语 / 西班牙语,1995-09-21(意大利)
调音师 Andhadhun,斯里兰姆·拉格万,阿里吉特·比斯沃斯,阿尤斯曼·库拉纳;塔布;拉迪卡·艾普特;安尔·德霍万;马纳夫·维吉;阿什维尼·卡尔塞卡;查亚·卡达姆;萨基尔·侯赛因;拉什米·阿格德卡;莫希尼·凯瓦拉曼,喜剧;悬疑;惊悚;犯罪,印度,印地语,2019-04-03(中国大陆);2018-10-05(印度)
天作凶杀案,阿沛·乔普拉,阿沛·乔普拉;施热亚·简;尼基尔·麦罗特拉,施坦·马洛萨;索娜什·辛哈;阿克夏耶·坎纳;曼迪拉·贝迪,悬疑;惊悚,印度,印地语,2017-11-03(印度)
绅士特工,克里希纳·D·K;拉杰·尼迪莫卢,拉杰·尼迪莫卢;克里希纳·D·K;西塔·梅诺;萨米特·巴特加,施坦·马洛萨;杰奎琳·费南德斯;达山·库马尔;侯赛因·达拉尔;阿米特·米斯特里;拉吉特·卡普尔;苏普丽雅·皮尔加卡尔;桑尼尔·谢迪;沙希德·伍兹;扎卡里·柯芬;库沙·庞加比,喜剧;动作;爱情,印度,印地语,2017-08-25(印度)
厕所英雄,什里·那拉扬·辛,格丽玛;西达尔特,阿克谢·库玛尔;阿努潘·凯尔;布米·佩德卡尔;拉什·沙玛;萨钦·克德卡;莎娜·可汗;迪韦严杜·沙玛,剧情;喜剧,印度,印地语,2017-08-11(印度)
摔跤吧！爸爸,涅提·蒂瓦里,比于什·古普塔;施热亚·简;尼基尔·麦罗特拉;涅提·蒂瓦里,阿米尔·汗;法缇玛·萨那·纱卡;桑亚·玛荷塔;阿帕尔夏克提·库拉那;沙克希·坦沃;塞伊拉·沃西;苏哈妮·巴特纳格尔;里特维克·萨霍里;吉里什·库卡尼,剧情;家庭;传记;运动,印度,印地语,2017-05-05(中国大陆);2016-12-23(印度)
枭雄,拉胡尔·多拉基亚,拉胡尔·多拉基亚;哈里特·梅塔;尼拉·舒克拉;阿时什·瓦史,沙鲁克·汗;玛希拉·汗;阿图尔·库尔卡尼;杰德普.阿赫拉瓦迪;桑妮·雷奥妮;拉杰·阿晶;纳瓦祖丁·席迪圭,剧情;动作;犯罪,印度,印地语,2017-01-25(印度)
随心所欲,阿迪提亚·乔普拉,阿迪提亚·乔普拉;夏兰特·卡塔里亚,兰维尔·辛格;瓦妮·卡普尔;赖云;艾莉莎·巴奇尔·贝;朱莉·奥登;拉萨纳·莱斯汀;诺姆·迪亚瓦拉,剧情;喜剧;爱情,印度,印地语,2016-12-09(印度)
美好的人生,高里·辛蒂,高里·辛蒂,沙鲁克·汗;阿莉雅·布哈特;库纳尔·卡普尔;阿迪亚·罗伊·卡普尔;阿里·札法;安加德·贝迪;伊拉·杜比,剧情;爱情,印度,印地语,2016-11-25(印度)
脑残粉,玛尼什·莎玛,哈比卜·费萨尔,沙鲁克·汗;瓦妮·卡普尔;保罗·布莱克维尔;玛瑞沃拉·嘉沃斯卡;李·尼古拉斯·哈里斯;琼恩·史密斯;乔蕾·科斯;扎卡里·柯芬;理查德·班克斯,剧情;动作;悬疑;惊悚,印度,印地语,2016-11-02(中国大陆);2016-04-15(印度)
苏丹,阿里·阿巴斯·札法,阿里·阿巴斯·札法,萨尔曼·汗;安努舒卡·莎玛;马克·扎罗;兰迪普·弘达;泰伦·伍德利;罗恩·斯穆安伯格;阿米特·萨特;卡比尔·汗;汉斯·马雷罗;布拉汉姆·艾克巴赫;库玛·米什拉;库布拉·萨特;马雷塞·克伦普;帕里卡沙特.萨赫尼;希巴妮·丹德卡尔;法如克·贾法尔,剧情;运动,印度,印地语,2016-07-06(印度)
卡普尔家的儿子们,沙昆·巴特拉,沙昆·巴特拉;阿沙·德维特,施坦·马洛萨;阿莉雅·布哈特;法瓦德·可汗;里希·卡普尔;拉贾特·卡普尔;拉特纳·帕塔克;苏坎·戈尔;桑杰·达特,剧情;喜剧;爱情,印度,印地语,2016-03-18(美国/印度)
劫机惊魂,拉姆·麦德拉瓦尼,塞尔温·恰德尔斯,索娜姆·卡普尔;帕斯·阿克卡尔;海德尔·阿里;鲍比·阿罗拉;阿里·巴尔德瓦拉;莎巴娜·阿兹米;谢卡尔·拉维加尼,剧情;惊悚;传记,印度,印地语,2016-02-19(印度)
帝国双璧,桑杰·里拉·彭萨里,桑杰·里拉·彭萨里;普拉卡什·卡帕迪亚,兰维尔·辛格;佩丽冉卡·曹帕拉;迪皮卡·帕度柯妮;米林德·索曼;阿尤什·坦东;坦维·阿兹米;阿迪亚·潘乔里;Vaibbhav Tatwawdi;马赫什·曼杰瑞卡;拉萨·默拉德;Sukhada Khandkekar;Anuja Gokhale;Ganesh Yadav;Yatin Karyekar,剧情;爱情;历史,印度,印地语,2015-12-18(印度)
遇上我的真命天子,苏拉杰·R·巴贾特亚,苏拉杰·R·巴贾特亚,萨尔曼·汗;索娜姆·卡普尔;阿努潘·凯尔;尼尔·尼汀·穆科什;迪帕克·迪布里亚尔;斯沃拉·波斯卡拉;萨曼拉·若,剧情;爱情,印度,印地语,2015-11-12(印度)
罪恶,梅克纳·古勒扎尔,维夏·巴德瓦杰,伊尔凡·可汗;康柯纳·森·沙尔玛;塔布;内拉吉·卡比;索姆·沙;普拉卡什·贝尔拉迪;什沙尔·夏尔马,剧情;悬疑;惊悚,印度,印地语,2015-10-02(印度)
幻影,卡比尔·汗,卡比尔·汗,赛义夫·阿里·汗;卡特莉娜·卡芙;拉什·塔朗;布兰迪亚历山大;穆罕默德·阿里;达伦·安德查克;海莉·乔安妮·培根;理查德·班克斯;乔蕾·科斯;保罗·布莱克维尔;帕旺·乔普拉;约翰·达根;李·尼古拉斯·哈里斯;迈克尔·海登,剧情;动作;惊悚,印度,印地语,2015-08-28(印度)
误杀瞒天记,尼西卡特·卡马特,乌皮德拉·塞德海耶,阿贾耶·德乌干;塔布;施芮娅·萨兰;拉贾特·卡普尔;伊西塔·杜塔;莫伦诺·贾达夫;皮拉桑纳·凯特卡尔;尤盖莎·索南;帕拉斯莫什·帕拉布,剧情;悬疑;犯罪,印度,印地语,2015-07-31(印度)
死生契阔,尼拉杰·加万,尼拉杰·加万;瓦伦·格罗弗,瑞恰·查达;桑杰·米什拉;维杰·卡沙尔;潘卡·特里帕蒂,剧情;爱情,印度 / 法国,印地语,2015-05-19(戛纳电影节);2016-04(北京电影节)
新年行动,法拉·可汗,阿西娅·考沙尔;法拉·可汗;马尤尔·普里,沙鲁克·汗;迪皮卡·帕度柯妮;阿努拉格·卡施亚普;阿布舍克·巴强;阿努潘·凯尔;博曼·伊拉尼;索努·苏德;杰奇·史洛夫;维万·沙;普拉部·地伐;高瑞·汗;赛义德·汗;玛拉伊卡·阿罗拉;萨拉·简·迪亚斯;迪诺·摩瑞亚,喜剧;动作;爱情;犯罪,印度,印地语,2015-02-12(中国大陆);2014-10-24(印度)
宝贝,尼拉基·潘迪,尼拉基·潘迪,丹尼·邓宗帕;阿克谢·库玛尔;凯·凯·门农;阿努潘·凯尔;Rasheed Naz,动作;惊悚;犯罪,印度,印地语,2015-01-23(印度)
惊情谍变,希达·阿南德,苏乔伊·高什;苏雷什·奈尔,赫里尼克·罗斯汉;卡特莉娜·卡芙;碧帕莎·芭素;罗恩·斯穆安伯格;丹尼·邓宗帕;Damian Mavis;Javed Jaffrey;Anteo Quintavalle;Steven Clarke;Parth Akerkar,喜剧;动作;冒险,印度,印地语,2014-10-02(印度)
印度超人3,Rakesh Roshan,Rakesh Roshan;Robin Bhatt,Hrithik Roshan;Rekha;Riya Sen,科幻,印度,印地语,2013-11-01(印度)
丑恶,阿努拉格·卡施亚普,阿努拉格·卡施亚普,阿莉雅·布哈特;苏莉温.查瓦拉;洛尼特·罗伊;Rahul Bhat,剧情;悬疑;犯罪,印度,印地语,2013-05-17(戛纳电影节);2014-12-26(印度)
无法避免的战争,Prakash Jha,Prakash Jha;Sagar Pandya,阿俊·拉姆鲍 阿布依·多尔 Manoj Bajpai,剧情,印度,印地语,2012-10-24(印度)
撤离科威特,拉加·门农,拉加·门农;瑞提什·沙阿;苏雷什·奈尔;拉胡尔·南贾,阿克谢·库玛尔;尼姆拉特·考尔,剧情;动作;历史,印度,印地语 / 阿拉伯语 / 马拉雅拉姆语,2016-01-22(印度)
人生不再重来,卓娅·阿赫塔尔,卓娅·阿赫塔尔;里马·卡蒂;法尔汉·阿赫塔尔,赫里尼克·罗斯汉;阿佩·代沃尔;法尔汉·阿赫塔尔;卡特莉娜·卡芙;卡尔奇·克什兰;艾妮安娜·卡布罗尔;纳萨鲁丁·沙,剧情,印度,印地语 / 日语 / 西班牙语 / 英语,2011-07-15(印度)
